productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
WATE-ACQUITYUPLCBEH-C18-30x1.0-1.7um,ACQUITYUPLCBEH-C18-30x1.0-1.7um,Waters,ACQUITY UPLC BEH C18 30x1.0mm 1.7µm,ACQUITY UPLC BEH C18 30x1.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-30x1.0-1.7um,1.7,130,30,1.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-50x4.6-1.7um,ACQUITYUPLCBEH-Phenyl-50x4.6-1.7um,Waters,ACQUITY UPLC BEH Phenyl 50x4.6mm 1.7µm,ACQUITY UPLC BEH Phenyl 50x4.6mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 50 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-50x4.6-1.7um,1.7,130,50,4.6,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-75x2.1-1.7um,ACQUITYUPLCBEH-Phenyl-75x2.1-1.7um,Waters,ACQUITY UPLC BEH Phenyl 75x2.1mm 1.7µm,ACQUITY UPLC BEH Phenyl 75x2.1mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 75 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-75x2.1-1.7um,1.7,130,75,2.1,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-75x3.0-1.7um,ACQUITYUPLCBEH-Phenyl-75x3.0-1.7um,Waters,ACQUITY UPLC BEH Phenyl 75x3.0mm 1.7µm,ACQUITY UPLC BEH Phenyl 75x3.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 75 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-75x3.0-1.7um,1.7,130,75,3.0,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-75x4.6-1.7um,ACQUITYUPLCBEH-Phenyl-75x4.6-1.7um,Waters,ACQUITY UPLC BEH Phenyl 75x4.6mm 1.7µm,ACQUITY UPLC BEH Phenyl 75x4.6mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 75 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-75x4.6-1.7um,1.7,130,75,4.6,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-100x2.1-1.7um,ACQUITYUPLCBEH-Phenyl-100x2.1-1.7um,Waters,ACQUITY UPLC BEH Phenyl 100x2.1mm 1.7µm,ACQUITY UPLC BEH Phenyl 100x2.1mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 100 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-100x2.1-1.7um,1.7,130,100,2.1,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-100x3.0-1.7um,ACQUITYUPLCBEH-Phenyl-100x3.0-1.7um,Waters,ACQUITY UPLC BEH Phenyl 100x3.0mm 1.7µm,ACQUITY UPLC BEH Phenyl 100x3.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 100 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-100x3.0-1.7um,1.7,130,100,3.0,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-100x4.6-1.7um,ACQUITYUPLCBEH-Phenyl-100x4.6-1.7um,Waters,ACQUITY UPLC BEH Phenyl 100x4.6mm 1.7µm,ACQUITY UPLC BEH Phenyl 100x4.6mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 100 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-100x4.6-1.7um,1.7,130,100,4.6,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-150x2.1-1.7um,ACQUITYUPLCBEH-Phenyl-150x2.1-1.7um,Waters,ACQUITY UPLC BEH Phenyl 150x2.1mm 1.7µm,ACQUITY UPLC BEH Phenyl 150x2.1mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 150 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-150x2.1-1.7um,1.7,130,150,2.1,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-150x3.0-1.7um,ACQUITYUPLCBEH-Phenyl-150x3.0-1.7um,Waters,ACQUITY UPLC BEH Phenyl 150x3.0mm 1.7µm,ACQUITY UPLC BEH Phenyl 150x3.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 150 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-150x3.0-1.7um,1.7,130,150,3.0,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-150x4.6-1.7um,ACQUITYUPLCBEH-Phenyl-150x4.6-1.7um,Waters,ACQUITY UPLC BEH Phenyl 150x4.6mm 1.7µm,ACQUITY UPLC BEH Phenyl 150x4.6mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 150 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-150x4.6-1.7um,1.7,130,150,4.6,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-250x3.0-1.7um,ACQUITYUPLCBEH-Phenyl-250x3.0-1.7um,Waters,ACQUITY UPLC BEH Phenyl 250x3.0mm 1.7µm,ACQUITY UPLC BEH Phenyl 250x3.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 250 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-250x3.0-1.7um,1.7,130,250,3.0,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-250x4.6-1.7um,ACQUITYUPLCBEH-Phenyl-250x4.6-1.7um,Waters,ACQUITY UPLC BEH Phenyl 250x4.6mm 1.7µm,ACQUITY UPLC BEH Phenyl 250x4.6mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 250 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-250x4.6-1.7um,1.7,130,250,4.6,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-30x1.0-1.8um,ACQUITYUPLCBEH-Phenyl-30x1.0-1.8um,Waters,ACQUITY UPLC BEH Phenyl 30x1.0mm 1.8µm,ACQUITY UPLC BEH Phenyl 30x1.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-30x1.0-1.8um,1.8,130,30,1.0,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-30x2.1-1.8um,ACQUITYUPLCBEH-Phenyl-30x2.1-1.8um,Waters,ACQUITY UPLC BEH Phenyl 30x2.1mm 1.8µm,ACQUITY UPLC BEH Phenyl 30x2.1mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 30 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-30x2.1-1.8um,1.8,130,30,2.1,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-30x3.0-1.8um,ACQUITYUPLCBEH-Phenyl-30x3.0-1.8um,Waters,ACQUITY UPLC BEH Phenyl 30x3.0mm 1.8µm,ACQUITY UPLC BEH Phenyl 30x3.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 30 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-30x3.0-1.8um,1.8,130,30,3.0,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-30x4.6-1.8um,ACQUITYUPLCBEH-Phenyl-30x4.6-1.8um,Waters,ACQUITY UPLC BEH Phenyl 30x4.6mm 1.8µm,ACQUITY UPLC BEH Phenyl 30x4.6mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 30 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-30x4.6-1.8um,1.8,130,30,4.6,Phenyl,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-Phenyl-50x1.0-1.8um,ACQUITYUPLCBEH-Phenyl-50x1.0-1.8um,Waters,ACQUITY UPLC BEH Phenyl 50x1.0mm 1.8µm,ACQUITY UPLC BEH Phenyl 50x1.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: Phenyl; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 50 x 1.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-phenyl.jpg,https://www.waters.com/products/acquityuplcbeh-phenyl-50x1.0-1.8um,1.8,130,50,1.0,Phenyl,1,12,1-12,L1,600 bar,80°C
