productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
THER-Accucore-C18-30x1.0-2.6um,Accucore-C18-30x1.0-2.6um,Thermo Fisher Scientific,Accucore C18 30x1.0mm 2.6µm,Accucore C18 30x1.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: C18; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 30 x 1.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-c18.jpg,https://www.thermofisher.com/products/accucore-c18-30x1.0-2.6um,2.6,150,30,1.0,C18,2,9,2-9,L1,600 bar,80°C
THER-HypersilGOLD-C18-100x4.6-1.9um,HypersilGOLD-C18-100x4.6-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 100x4.6mm 1.9µm,Hypersil GOLD C18 100x4.6mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 100 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-100x4.6-1.9um,1.9,175,100,4.6,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-150x2.1-1.9um,HypersilGOLD-C18-150x2.1-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 150x2.1mm 1.9µm,Hypersil GOLD C18 150x2.1mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 150 x 2.1 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-150x2.1-1.9um,1.9,175,150,2.1,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-150x3.0-1.9um,HypersilGOLD-C18-150x3.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 150x3.0mm 1.9µm,Hypersil GOLD C18 150x3.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 150 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-150x3.0-1.9um,1.9,175,150,3.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-150x4.6-1.9um,HypersilGOLD-C18-150x4.6-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 150x4.6mm 1.9µm,Hypersil GOLD C18 150x4.6mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 150 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-150x4.6-1.9um,1.9,175,150,4.6,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-250x3.0-1.9um,HypersilGOLD-C18-250x3.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 250x3.0mm 1.9µm,Hypersil GOLD C18 250x3.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 250 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-250x3.0-1.9um,1.9,175,250,3.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-250x4.6-1.9um,HypersilGOLD-C18-250x4.6-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 250x4.6mm 1.9µm,Hypersil GOLD C18 250x4.6mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 250 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-250x4.6-1.9um,1.9,175,250,4.6,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-30x1.0-3um,HypersilGOLD-C18-30x1.0-3um,Thermo Fisher Scientific,Hypersil GOLD C18 30x1.0mm 3µm,Hypersil GOLD C18 30x1.0mm 3µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 175Å; Dimensions: 30 x 1.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x1.0-3um,3,175,30,1.0,C18,2,8,2-8,L1,400 bar,80°C
THER-HypersilGOLD-C18-30x2.1-3um,HypersilGOLD-C18-30x2.1-3um,Thermo Fisher Scientific,Hypersil GOLD C18 30x2.1mm 3µm,Hypersil GOLD C18 30x2.1mm 3µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 175Å; Dimensions: 30 x 2.1 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x2.1-3um,3,175,30,2.1,C18,2,8,2-8,L1,400 bar,80°C
THER-HypersilGOLD-C18-30x3.0-3um,HypersilGOLD-C18-30x3.0-3um,Thermo Fisher Scientific,Hypersil GOLD C18 30x3.0mm 3µm,Hypersil GOLD C18 30x3.0mm 3µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 175Å; Dimensions: 30 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x3.0-3um,3,175,30,3.0,C18,2,8,2-8,L1,400 bar,80°C
THER-HypersilGOLD-C18-30x4.6-3um,HypersilGOLD-C18-30x4.6-3um,Thermo Fisher Scientific,Hypersil GOLD C18 30x4.6mm 3µm,Hypersil GOLD C18 30x4.6mm 3µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 175Å; Dimensions: 30 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x4.6-3um,3,175,30,4.6,C18,2,8,2-8,L1,400 bar,80°C
THER-HypersilGOLD-C18-50x1.0-3um,HypersilGOLD-C18-50x1.0-3um,Thermo Fisher Scientific,Hypersil GOLD C18 50x1.0mm 3µm,Hypersil GOLD C18 50x1.0mm 3µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 175Å; Dimensions: 50 x 1.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-50x1.0-3um,3,175,50,1.0,C18,2,8,2-8,L1,400 bar,80°C
