productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-0100-2637,0100-2637,Agilent,"Nut and ferrule, stainless steel, 1/8 inch, for sample loop for switching valve",,{},none,
AGIL-51834312,5183-4312,Agilent,Storage Vial Clear Glass 12mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4312 Storage Vials & Caps Part Number:5183-4312 Storage vial kit, 12 mL, 19 x 65 clear vial, 15-425 closed top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""15-425 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""65 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""15-425"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""12 mL"", ""Width"": ""19 mm"", ""Write-On"": ""No""}",high,
AGIL-51834313,5183-4313,Agilent,Storage Vial Clear Glass 22mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4313 Storage Vials and Caps Part Number:5183-4313 Storage vial kit, 22 mL, 23 x 85 clear vial, 20-400 closed top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""20-400 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""85 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""20-400"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""22 mL"", ""Width"": ""23 mm"", ""Write-On"": ""No""}",high,
AGIL-51834314,5183-4314,Agilent,Storage Vial Clear Glass 40mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4314 Storage Vials & Caps Part Number:5183-4314 Storage vial kit, 40 mL, 28 x 95 clear vial, 24-414 closed top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""24-414 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""95 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""24-414"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""40 mL"", ""Width"": ""28 mm"", ""Write-On"": ""No""}",high,
AGIL-51834321,5183-4321,Agilent,Storage Vial Amber Glass 4mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4321 Storage Vials & Caps Part Number:5183-4321 Storage vial kit, 4 mL, 15 x 45 amber vial, 13-425 closed top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""13-425 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Amber"", ""Height"": ""45 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""13-425"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""4 mL"", ""Width"": ""15 mm"", ""Write-On"": ""No""}",high,
AGIL-51834322,5183-4322,Agilent,Storage Vial Amber Glass 12mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4322 Storage Vials & Caps Part Number:5183-4322 Storage vial kit, 12 mL, 19 x 65 amber vial, 15-425 closed top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""15-425 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Amber"", ""Height"": ""65 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""15-425"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""12 mL"", ""Width"": ""19 mm"", ""Write-On"": ""No""}",high,
AGIL-51834323,5183-4323,Agilent,Storage Vial Amber Glass 22mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4323 Storage Vials and Caps Part Number:5183-4323 Storage vial kit, 22 mL, 23 x 85 amber vial, 20-400 closed top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""20-400 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Amber"", ""Height"": ""85 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""20-400"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""22 mL"", ""Width"": ""23 mm"", ""Write-On"": ""No""}",high,
AGIL-51834324,5183-4324,Agilent,Storage Vial Amber Glass 40mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4324 Storage Vials & Caps Part Number:5183-4324 Storage vial kit, 40 mL, 28 x 95 amber vial, 24-414 closed top, PTFE septum, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""24-414 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Amber"", ""Height"": ""95 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE"", ""Thread Size"": ""24-414"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""40 mL"", ""Width"": ""28 mm"", ""Write-On"": ""No""}",high,
AGIL-51834331,5183-4331,Agilent,Storage Vial Clear Glass 4mL Certified,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4331 Storage Vials & Caps Part Number:5183-4331 Storage vial kit, 4 mL, 15 x 45 clear vial, 13-425 open, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""13-425 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""45 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""13-425"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""4 mL"", ""Width"": ""15 mm"", ""Write-On"": ""No""}",high,
AGIL-51834332,5183-4332,Agilent,Storage Vial Clear Glass 12mL Certified,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4332 Storage Vials and Caps Part Number:5183-4332 Storage vial kit, 12 mL, 19 x 65 clear vial, 15-425 open, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""15-425 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""65 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""15-425"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""12 mL"", ""Width"": ""19 mm"", ""Write-On"": ""No""}",high,
AGIL-51834333,5183-4333,Agilent,Storage Vial Clear Glass 22mL Certified,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4333 Storage Vials and Caps Part Number:5183-4333 Storage vial kit, 22 mL, 22 x 85 clear vial, 20-400 open, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""20-400 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""85 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Thread Size"": ""20-400"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""22 mL"", ""Width"": ""23 mm"", ""Write-On"": ""No""}",high,
AGIL-51834334,5183-4334,Agilent,Storage Vial Clear Glass 40mL Certified,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4334 Storage Vials & Caps Part Number:5183-4334 Storage vial kit, 40 mL, 28 x 95 clear vial, 24-414 open top, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""White"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""24-414 mm"", ""Certified"": ""No"", ""Glass Tint"": ""Clear"", ""Height"": ""95 mm"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""Purge & Trap"", ""Thread Size"": ""24-414"", ""UNSPSC Code"": ""41121806"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""40 mL"", ""Width"": ""28 mm"", ""Write-On"": ""No""}",high,
AGIL-51834429,5183-4429,Agilent,2 mL Screw Top Vial - Amber,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4429 2 ml Screw Top Vials & Caps Part Number:5183-4429 Vial, 8-425 screw top, 2 mL, amber, 100/pk.","{""Cap Size"": ""8-425 mm"", ""Glass Tint"": ""Amber"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51834438,5183-4438,Agilent,9mm Screw Cap,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4438 2 ml Screw Top Vials & Caps Part Number:5183-4438 Cap, 8-425 screw, black, 100/pk.","{""Cap Color"": ""Black"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""8-425 mm"", ""Certified"": ""No"", ""Includes Septa"": ""No"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Cap"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""Thread Size"": ""8-425"", ""UNSPSC Code"": ""41121806"", ""Vial Type"": ""Screw""}",high,
AGIL-51834442,5183-4442,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4442 2 ml Screw Top Vials & Caps Part Number:5183-4442 Cap, 8-425 screw, black, red PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Black"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""8-425 mm"", ""Certified"": ""No"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""Red PTFE/silicone"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""Thread Size"": ""8-425"", ""UNSPSC Code"": ""41121806"", ""Vial Type"": ""Screw""}",high,
AGIL-51834474,5183-4474,Agilent,Headspace Vial Clear Glass 20mL Round Bottom,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4474 Headspace Vials & Caps Part Number:5183-4474 Vial, crimp top, headspace, clear, round bottom, certified, 20 mL, 23 x 75 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentCTCPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""75 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Round bottom"", ""Vial Dimensions"": ""75 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51834475,5183-4475,Agilent,Headspace Vial Clear Glass 10mL Round Bottom,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4475 Headspace Vials & Caps Part Number:5183-4475 Vial, crimp top, headspace, clear, round bottom, certified, 10 mL, 23 x 46 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentCTCPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""46 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Round bottom"", ""Vial Dimensions"": ""46 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""10 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51834493,5183-4493,Agilent,2mL Crimp Vial Amber Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4493 2 ml Crimp Top Vials & Caps Part Number:5183-4493 Vial, crimp top, amber, write-on spot, certified, 2 mL, 1,000/pk.","{""Cap Size"": ""11 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""Yes""}",high,
AGIL-51834494,5183-4494,Agilent,2mL Crimp Vial Clear No Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4494 2 mL Crimp Top Vials & Caps Part Number:5183-4494 Vial, crimp top, clear, certified, deactivated (silanized), 2 mL, 100/pk.","{""Cap Size"": ""11 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51834498,5183-4498,Agilent,11mm Crimp Cap with Septa,Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4498 2 ml Crimp Top Vials & Caps Part Number:5183-4498 Obsolete -Replaced by 6183-4498.,"{""Cap Color"": ""Silver"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""11 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red rubber"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Crimp""}",high,
AGIL-51834499,5183-4499,Agilent,11mm Crimp Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4499 2 mL Crimp Top Vials & Caps Part Number:5183-4499 Cap, crimp, silver aluminum, certified, PTFE/silicone/PTFE septa, 11 mm, 1,000/pk.","{""Cap Color"": ""Silver"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""11 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Tri-Layer"", ""Septa Material"": ""PTFE/silicone/PTFE"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Crimp""}",high,
AGIL-51834500,5183-4500,Agilent,11mm Crimp Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4500 2 ml Crimp Top Vials & Caps Part Number:5183-4500 Cap, crimp, silver aluminum, certified, PTFE/silicone septa, 11 mm, 1,000/pk.","{""Cap Color"": ""Silver"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""11 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Crimp""}",high,
AGIL-51834518,5183-4518,Agilent,Storage Vial Clear Glass 2mL,Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4518 Storage Vials & Caps Part Number:5183-4518 Obsolete.,"{""Cap Size"": ""8-425 mm"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51834728,5183-4728,Agilent,GC Autosampler Syringe 5 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4728 GC Autosampler Syringes Part Number:5183-4728 ALS Syringe, 5 µL, fixed needle, 26s/42/cone 6/pk.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""26s"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Fixed"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""5 µL""}",high,
AGIL-51834729,5183-4729,Agilent,GC Autosampler Syringe 10 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4729 GC Autosampler Syringes Part Number:5183-4729 ALS Syringe, 10 µL, fixed needle, 26s/42/cone 6/pk.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""26s"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Fixed"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""10 µL""}",high,
AGIL-51834730,5183-4730,Agilent,GC Autosampler Syringe 10 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5183-4730 GC Autosampler Syringes Part Number:5183-4730 ALS Syringe, 10 µL, fixed needle, 23/42/cone, PTFE-tip plunger 6/pk.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Fixed"", ""Plunger Tip Material"": ""PTFE"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""10 µL""}",high,
AGIL-51855817,5185-5817,Agilent,HPLC Tubing,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5817 PrepStation/Solution Phase Synthesizer Part Number:5185-5817 Tubing, gas sampling 1/16 inch, SS with fittings Add to Favorites Subscribe to this item in cart or checkout More lab efficiency with your auto delivery schedule, modify and cancel it at any time.","{""UNSPSC Code"": ""41115720""}",high,
AGIL-51855820,5185-5820,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5820 2 ml Screw Top Vials & Caps Part Number:5185-5820 Cap, screw, blue, PTFE/red silicone septa, 500/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51855823,5185-5823,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5185-5823 2 ml Screw Top Vials & Caps Part Number:5185-5823 Cap, screw, blue, bonded PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
