brand,productId,partNumber,name,series,phaseType,particleSize,columnLength,innerDiameter,poreSize,productType,application,status,price,sorbentMass,cartridgeVolume,membraneType,diameter,material,volume,consumableType,mode,filmThickness,polarity,separationType
Daicel,DAIC-00114,85523,"CHIRALPAK IF-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IF,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00115,85524,"CHIRALPAK IF-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IF,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00116,85525,"CHIRALPAK IF-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IF,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00117,86522,"CHIRALPAK IG-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IG,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00118,86523,"CHIRALPAK IG-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IG,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00119,86524,"CHIRALPAK IG-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IG,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00120,86525,"CHIRALPAK IG-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IG,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00121,87522,"CHIRALPAK IH-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IH,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00122,87523,"CHIRALPAK IH-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IH,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00123,87524,"CHIRALPAK IH-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IH,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00124,87525,"CHIRALPAK IH-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IH,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00125,88522,"CHIRALPAK IJ-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IJ,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00126,88523,"CHIRALPAK IJ-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IJ,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00127,88524,"CHIRALPAK IJ-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IJ,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00128,88525,"CHIRALPAK IJ-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IJ,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00129,89522,"CHIRALPAK IK-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IK,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00130,89523,"CHIRALPAK IK-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IK,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00131,89524,"CHIRALPAK IK-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IK,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00132,89525,"CHIRALPAK IK-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IK,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00133,90522,"CHIRALPAK IM-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IM,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00134,90523,"CHIRALPAK IM-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IM,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00135,90524,"CHIRALPAK IM-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IM,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00136,90525,"CHIRALPAK IM-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IM,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00137,91522,"CHIRALPAK IN-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IN,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00138,91523,"CHIRALPAK IN-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IN,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00139,91524,"CHIRALPAK IN-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IN,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00140,91525,"CHIRALPAK IN-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IN,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00141,80582,"CHIRALPAK IA-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IA,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00142,80583,"CHIRALPAK IA-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IA,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00143,80584,"CHIRALPAK IA-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IA,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00144,81582,"CHIRALPAK IB-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IB,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00145,81583,"CHIRALPAK IB-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IB,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00146,81584,"CHIRALPAK IB-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IB,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00147,82582,"CHIRALPAK IC-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IC,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00148,82583,"CHIRALPAK IC-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IC,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00149,82584,"CHIRALPAK IC-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IC,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00150,83582,"CHIRALPAK ID-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK ID,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00151,83583,"CHIRALPAK ID-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK ID,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00152,83584,"CHIRALPAK ID-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK ID,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00153,84582,"CHIRALPAK IE-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IE,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00154,84583,"CHIRALPAK IE-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IE,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00155,84584,"CHIRALPAK IE-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IE,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00156,85582,"CHIRALPAK IF-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IF,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00157,85583,"CHIRALPAK IF-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IF,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00158,85584,"CHIRALPAK IF-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IF,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00159,86582,"CHIRALPAK IG-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IG,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00160,86583,"CHIRALPAK IG-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IG,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00161,86584,"CHIRALPAK IG-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IG,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00162,87582,"CHIRALPAK IH-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IH,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00163,87583,"CHIRALPAK IH-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IH,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00164,87584,"CHIRALPAK IH-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IH,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00165,88582,"CHIRALPAK IJ-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IJ,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00166,88583,"CHIRALPAK IJ-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IJ,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00167,88584,"CHIRALPAK IJ-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IJ,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00168,89582,"CHIRALPAK IK-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IK,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00169,89583,"CHIRALPAK IK-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IK,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00170,89584,"CHIRALPAK IK-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IK,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00171,90582,"CHIRALPAK IM-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IM,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00172,90583,"CHIRALPAK IM-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IM,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00173,90584,"CHIRALPAK IM-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IM,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00174,91582,"CHIRALPAK IN-3/SFC, 3 µm, 3.0 x 50 mm",CHIRALPAK IN,Chiral,3.0,50,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00175,91583,"CHIRALPAK IN-3/SFC, 3 µm, 3.0 x 100 mm",CHIRALPAK IN,Chiral,3.0,100,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Daicel,DAIC-00176,91584,"CHIRALPAK IN-3/SFC, 3 µm, 3.0 x 150 mm",CHIRALPAK IN,Chiral,3.0,150,3.0,,HPLC Column,Chiral Separation (SFC),active,,,,,,,,,,,,
Restek,REST-00001,RES-Rtx1-15-025-025,"Rtx-1, 15 m x 0.25 mm ID, 0.25 µm",Rtx-1,Dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Non-polar,
Restek,REST-00002,RES-Rtx1-30-025-025,"Rtx-1, 30 m x 0.25 mm ID, 0.25 µm",Rtx-1,Dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Non-polar,
Restek,REST-00003,RES-Rtx1-30-032-025,"Rtx-1, 30 m x 0.32 mm ID, 0.25 µm",Rtx-1,Dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Non-polar,
Restek,REST-00004,RES-Rtx1-30-032-10,"Rtx-1, 30 m x 0.32 mm ID, 1.0 µm",Rtx-1,Dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Non-polar,
Restek,REST-00005,RES-Rtx1-60-025-025,"Rtx-1, 60 m x 0.25 mm ID, 0.25 µm",Rtx-1,Dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Non-polar,
Restek,REST-00006,RES-Rtx1-60-032-025,"Rtx-1, 60 m x 0.32 mm ID, 0.25 µm",Rtx-1,Dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Non-polar,
Restek,REST-00007,RES-Rtx5-15-025-025,"Rtx-5, 15 m x 0.25 mm ID, 0.25 µm",Rtx-5,5% Diphenyl/95% dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Low polarity,
Restek,REST-00008,RES-Rtx5-30-025-025,"Rtx-5, 30 m x 0.25 mm ID, 0.25 µm",Rtx-5,5% Diphenyl/95% dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Low polarity,
Restek,REST-00009,RES-Rtx5-30-032-025,"Rtx-5, 30 m x 0.32 mm ID, 0.25 µm",Rtx-5,5% Diphenyl/95% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Low polarity,
Restek,REST-00010,RES-Rtx5-30-032-10,"Rtx-5, 30 m x 0.32 mm ID, 1.0 µm",Rtx-5,5% Diphenyl/95% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Low polarity,
Restek,REST-00011,RES-Rtx5-60-025-025,"Rtx-5, 60 m x 0.25 mm ID, 0.25 µm",Rtx-5,5% Diphenyl/95% dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Low polarity,
Restek,REST-00012,RES-Rtx5-60-032-025,"Rtx-5, 60 m x 0.32 mm ID, 0.25 µm",Rtx-5,5% Diphenyl/95% dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Low polarity,
Restek,REST-00013,RES-Rtx17-15-025-025,"Rtx-17, 15 m x 0.25 mm ID, 0.25 µm",Rtx-17,50% Phenyl/50% dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00014,RES-Rtx17-30-025-025,"Rtx-17, 30 m x 0.25 mm ID, 0.25 µm",Rtx-17,50% Phenyl/50% dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00015,RES-Rtx17-30-032-025,"Rtx-17, 30 m x 0.32 mm ID, 0.25 µm",Rtx-17,50% Phenyl/50% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00016,RES-Rtx17-30-032-10,"Rtx-17, 30 m x 0.32 mm ID, 1.0 µm",Rtx-17,50% Phenyl/50% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Mid-polarity,
Restek,REST-00017,RES-Rtx17-60-025-025,"Rtx-17, 60 m x 0.25 mm ID, 0.25 µm",Rtx-17,50% Phenyl/50% dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00018,RES-Rtx17-60-032-025,"Rtx-17, 60 m x 0.32 mm ID, 0.25 µm",Rtx-17,50% Phenyl/50% dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00019,RES-Rtx35-15-025-025,"Rtx-35, 15 m x 0.25 mm ID, 0.25 µm",Rtx-35,35% Diphenyl/65% dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00020,RES-Rtx35-30-025-025,"Rtx-35, 30 m x 0.25 mm ID, 0.25 µm",Rtx-35,35% Diphenyl/65% dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00021,RES-Rtx35-30-032-025,"Rtx-35, 30 m x 0.32 mm ID, 0.25 µm",Rtx-35,35% Diphenyl/65% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00022,RES-Rtx35-30-032-10,"Rtx-35, 30 m x 0.32 mm ID, 1.0 µm",Rtx-35,35% Diphenyl/65% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Mid-polarity,
Restek,REST-00023,RES-Rtx35-60-025-025,"Rtx-35, 60 m x 0.25 mm ID, 0.25 µm",Rtx-35,35% Diphenyl/65% dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00024,RES-Rtx35-60-032-025,"Rtx-35, 60 m x 0.32 mm ID, 0.25 µm",Rtx-35,35% Diphenyl/65% dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00025,RES-Rtx50-15-025-025,"Rtx-50, 15 m x 0.25 mm ID, 0.25 µm",Rtx-50,50% Diphenyl/50% dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00026,RES-Rtx50-30-025-025,"Rtx-50, 30 m x 0.25 mm ID, 0.25 µm",Rtx-50,50% Diphenyl/50% dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00027,RES-Rtx50-30-032-025,"Rtx-50, 30 m x 0.32 mm ID, 0.25 µm",Rtx-50,50% Diphenyl/50% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00028,RES-Rtx50-30-032-10,"Rtx-50, 30 m x 0.32 mm ID, 1.0 µm",Rtx-50,50% Diphenyl/50% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Mid-polarity,
Restek,REST-00029,RES-Rtx50-60-025-025,"Rtx-50, 60 m x 0.25 mm ID, 0.25 µm",Rtx-50,50% Diphenyl/50% dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00030,RES-Rtx50-60-032-025,"Rtx-50, 60 m x 0.32 mm ID, 0.25 µm",Rtx-50,50% Diphenyl/50% dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00031,RES-Rtx200-15-025-025,"Rtx-200, 15 m x 0.25 mm ID, 0.25 µm",Rtx-200,Trifluoropropylmethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00032,RES-Rtx200-30-025-025,"Rtx-200, 30 m x 0.25 mm ID, 0.25 µm",Rtx-200,Trifluoropropylmethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00033,RES-Rtx200-30-032-025,"Rtx-200, 30 m x 0.32 mm ID, 0.25 µm",Rtx-200,Trifluoropropylmethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00034,RES-Rtx200-30-032-10,"Rtx-200, 30 m x 0.32 mm ID, 1.0 µm",Rtx-200,Trifluoropropylmethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Mid-polarity,
Restek,REST-00035,RES-Rtx200-60-025-025,"Rtx-200, 60 m x 0.25 mm ID, 0.25 µm",Rtx-200,Trifluoropropylmethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00036,RES-Rtx200-60-032-025,"Rtx-200, 60 m x 0.32 mm ID, 0.25 µm",Rtx-200,Trifluoropropylmethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00037,RES-Rtx624-15-025-025,"Rtx-624, 15 m x 0.25 mm ID, 0.25 µm",Rtx-624,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00038,RES-Rtx624-30-025-025,"Rtx-624, 30 m x 0.25 mm ID, 0.25 µm",Rtx-624,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00039,RES-Rtx624-30-032-025,"Rtx-624, 30 m x 0.32 mm ID, 0.25 µm",Rtx-624,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00040,RES-Rtx624-30-032-10,"Rtx-624, 30 m x 0.32 mm ID, 1.0 µm",Rtx-624,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Mid-polarity,
Restek,REST-00041,RES-Rtx624-60-025-025,"Rtx-624, 60 m x 0.25 mm ID, 0.25 µm",Rtx-624,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00042,RES-Rtx624-60-032-025,"Rtx-624, 60 m x 0.32 mm ID, 0.25 µm",Rtx-624,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00043,RES-Rtx1301-15-025-025,"Rtx-1301, 15 m x 0.25 mm ID, 0.25 µm",Rtx-1301,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00044,RES-Rtx1301-30-025-025,"Rtx-1301, 30 m x 0.25 mm ID, 0.25 µm",Rtx-1301,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00045,RES-Rtx1301-30-032-025,"Rtx-1301, 30 m x 0.32 mm ID, 0.25 µm",Rtx-1301,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00046,RES-Rtx1301-30-032-10,"Rtx-1301, 30 m x 0.32 mm ID, 1.0 µm",Rtx-1301,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Mid-polarity,
Restek,REST-00047,RES-Rtx1301-60-025-025,"Rtx-1301, 60 m x 0.25 mm ID, 0.25 µm",Rtx-1301,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00048,RES-Rtx1301-60-032-025,"Rtx-1301, 60 m x 0.32 mm ID, 0.25 µm",Rtx-1301,6% Cyanopropylphenyl/94% dimethyl polysiloxane,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Mid-polarity,
Restek,REST-00049,RES-RtxWax-15-025-025,"Rtx-Wax, 15 m x 0.25 mm ID, 0.25 µm",Rtx-Wax,Polyethylene glycol,,15,0.25,,GC Column,,active,,,,,,,,,,0.25,Polar,
Restek,REST-00050,RES-RtxWax-30-025-025,"Rtx-Wax, 30 m x 0.25 mm ID, 0.25 µm",Rtx-Wax,Polyethylene glycol,,30,0.25,,GC Column,,active,,,,,,,,,,0.25,Polar,
Restek,REST-00051,RES-RtxWax-30-032-025,"Rtx-Wax, 30 m x 0.32 mm ID, 0.25 µm",Rtx-Wax,Polyethylene glycol,,30,0.32,,GC Column,,active,,,,,,,,,,0.25,Polar,
Restek,REST-00052,RES-RtxWax-30-032-10,"Rtx-Wax, 30 m x 0.32 mm ID, 1.0 µm",Rtx-Wax,Polyethylene glycol,,30,0.32,,GC Column,,active,,,,,,,,,,1.0,Polar,
Restek,REST-00053,RES-RtxWax-60-025-025,"Rtx-Wax, 60 m x 0.25 mm ID, 0.25 µm",Rtx-Wax,Polyethylene glycol,,60,0.25,,GC Column,,active,,,,,,,,,,0.25,Polar,
Restek,REST-00054,RES-RtxWax-60-032-025,"Rtx-Wax, 60 m x 0.32 mm ID, 0.25 µm",Rtx-Wax,Polyethylene glycol,,60,0.32,,GC Column,,active,,,,,,,,,,0.25,Polar,
ACE,AACE-00001,ACE-ACEC18-3-50-21,"ACE C18, 3 µm, 2.1 x 50 mm",ACE C18,C18,3.0,50,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00002,ACE-ACEC18-3-50-46,"ACE C18, 3 µm, 4.6 x 50 mm",ACE C18,C18,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00003,ACE-ACEC18-3-100-21,"ACE C18, 3 µm, 2.1 x 100 mm",ACE C18,C18,3.0,100,2.1,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
ACE,AACE-00004,ACE-ACEC18-3-100-46,"ACE C18, 3 µm, 4.6 x 100 mm",ACE C18,C18,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,,,,Reversed Phase
