productId,partNumber,name,brand,productType,particleSize,poreSize,columnLength,innerDiameter,phaseType,phRange,status,Part Number,Product Name,Chemistry,Pore Size (Å),Particle Size (µm),Inner Diameter (mm),Length (mm),Pack Size,Product Type,Material,Description,pH Stability,Column ID (mm),URL,Brand,Length (Metric),Diameter (Metric),Column Type,Flow Rate,Specifications,Property1,Property2,Property3,Product URL,Price,Stationary Phase,Inner Diameter (ID),Length,Particle Size,Units,Pore Size,Phase,ID (mm),Pack Size (pk),Internal Diameter (ID),Bonded Phase,Product_Type,Product_Name,Part_Number,Internal_Diameter_mm,Length_mm,Particle_Size_um,Notes,Series,Particle Size (um),Full Specs,Name,品牌,产品类型,填料,吸附剂重量,规格,Units per Package,UNSPSC,应用,Endcapped,Ion Exchange Capacity,Mass Spec Compatibility,模式,Sorbent Substrate,Water Wettable,pH Range Min,pH Range Max,Sorbent Type,Sorbent Mass,Tube Volume,Format,Full Description,Sorbent Phase,Housing Type,Housing Volume (mL),Sorbent Mass (mg),Bed Weight (mg),Column Volume (mL),Quantity,Specification,Bed Weight,Volume,Package Size,Source URL,Column/Cartridge Dimension,Package Size (pk),Pore Size (Å),SPE 格式,填料质量 (mg),体积,粒径,吸附剂相,包装单位,productName,url,Filter Material,Diameter,Housing Material,Certified,Unit,List Price,CoreTechnique,CoreSeparationMode,CoreBrand,CorePhase,Phase Composition,Internal Diameter,Material (Membrane),Diameter (Metric) Membrane,Volume (Metric) Receiver,Unit Size
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard ULTRA HILIC,HILIC,,,,,,,,HILIC,2.0 - 7.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard ULTRA Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 8.5*,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard ULTRA Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 8.5*,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard ULTRA Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 8.5*,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C18,C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C18,C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C18,C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C18,C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C12,C12,,,,,,,,(Dodecyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C12,C12,,,,,,,,(Dodecyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C12,C12,,,,,,,,(Dodecyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C12,C12,,,,,,,,(Dodecyl),1.5 - 10,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C8,C8,,,,,,,,(MOS, Octyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C8,C8,,,,,,,,(MOS, Octyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C8,C8,,,,,,,,(MOS, Octyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C8,C8,,,,,,,,(MOS, Octyl),1.5 - 10,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C5,C5,,,,,,,,(Pentyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C5,C5,,,,,,,,(Pentyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C5,C5,,,,,,,,(Pentyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C1,C1,,,,,,,,(TMS),2 - 9,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C1,C1,,,,,,,,(TMS),2 - 9,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard C1,C1,,,,,,,,(TMS),2 - 9,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Silica,Silica,,,,,,,,—,—,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Silica,Silica,,,,,,,,—,—,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Silica,Silica,,,,,,,,—,—,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Silica,Silica,,,,,,,,—,—,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard NH2,NH2,,,,,,,,(Amino, Aminopropyl),1.5 - 11,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard NH2,NH2,,,,,,,,(Amino, Aminopropyl),1.5 - 11,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard NH2,NH2,,,,,,,,(Amino, Aminopropyl),1.5 - 11,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard NH2,NH2,,,,,,,,(Amino, Aminopropyl),1.5 - 11,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard CN,CN,,,,,,,,(Cyano, Cyanopropyl),2 - 7.5,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard CN,CN,,,,,,,,(Cyano, Cyanopropyl),2 - 7.5,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard CN,CN,,,,,,,,(Cyano, Cyanopropyl),2 - 7.5,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard CN,CN,,,,,,,,(Cyano, Cyanopropyl),2 - 7.5,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Phenyl,Phenyl,,,,,,,,(Phenylhexyl),1.5 - 10,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard SCX,SCX,,,,,,,,(SA, Strong Cation Exchanger),2.5 - 7.5,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard SCX,SCX,,,,,,,,(SA, Strong Cation Exchanger),2.5 - 7.5,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard SCX,SCX,,,,,,,,(SA, Strong Cation Exchanger),2.5 - 7.5,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard SAX,SAX,,,,,,,,(SB, Strong Anion Exchanger),2.5 - 7.5,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard SAX,SAX,,,,,,,,(SB, Strong Anion Exchanger),2.5 - 7.5,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard SAX,SAX,,,,,,,,(SB, Strong Anion Exchanger),2.5 - 7.5,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard RP-1,RP-1,,,,,,,,(Reversed Phase - Polymer),0 - 14,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard RP-1,RP-1,,,,,,,,(Reversed Phase - Polymer),0 - 14,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard RP-1,RP-1,,,,,,,,(Reversed Phase - Polymer),0 - 14,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Polar-RP,Polar-RP,,,,,,,,(Ether-linked Phenyl),1.5 - 7,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Polar-RP,Polar-RP,,,,,,,,(Ether-linked Phenyl),1.5 - 7,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Polar-RP,Polar-RP,,,,,,,,(Ether-linked Phenyl),1.5 - 7,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Polar-RP,Polar-RP,,,,,,,,(Ether-linked Phenyl),1.5 - 7,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Fusion-RP,Fusion-RP,,,,,,,,(C18 Polar Embedded),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Fusion-RP,Fusion-RP,,,,,,,,(C18 Polar Embedded),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Fusion-RP,Fusion-RP,,,,,,,,(C18 Polar Embedded),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Fusion-RP,Fusion-RP,,,,,,,,(C18 Polar Embedded),1.5 - 10,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard AQ C18,AQ C18,,,,,,,,(Polar Endcapped C18),1.5 - 7.5,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard AQ C18,AQ C18,,,,,,,,(Polar Endcapped C18),1.5 - 7.5,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard AQ C18,AQ C18,,,,,,,,(Polar Endcapped C18),1.5 - 7.5,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard AQ C18,AQ C18,,,,,,,,(Polar Endcapped C18),1.5 - 7.5,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Gemini C18,Gemini C18,,,,,,,,(C18 Twin Technology),1 - 12,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Gemini C18,Gemini C18,,,,,,,,(C18 Twin Technology),1 - 12,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Gemini C18,Gemini C18,,,,,,,,(C18 Twin Technology),1 - 12,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Gemini C18,Gemini C18,,,,,,,,(C18 Twin Technology),1 - 12,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Oligo-RP,Oligo-RP,,,,,,,,(C18),1 - 12,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Oligo-RP,Oligo-RP,,,,,,,,(C18),1 - 12,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Oligo-RP,Oligo-RP,,,,,,,,(C18),1 - 12,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Oligo-RP,Oligo-RP,,,,,,,,(C18),1 - 12,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C18,Widepore C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C18,Widepore C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C18,Widepore C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C18,Widepore C18,,,,,,,,(ODS, Octadecyl),1.5 - 10,15 x 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C5,Widepore C5,,,,,,,,(Pentyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C5,Widepore C5,,,,,,,,(Pentyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C5,Widepore C5,,,,,,,,(Pentyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C4,Widepore C4,,,,,,,,(Butyl),1.5 - 10,4.0 x 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C4,Widepore C4,,,,,,,,(Butyl),1.5 - 10,4.0 x 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Phenomenex,Guard Column,,,,,,,active,SecurityGuard Widepore C4,Widepore C4,,,,,,,,(Butyl),1.5 - 10,10 x 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
